"Espacialidades";"Estado";"Código";"Esperança de vida ao nascer 2000";"Mortalidade infantil 2000";"Taxa de analfabetismo - 15 anos ou mais 2000";"% de pobres 2000";"% de vulneráveis à pobreza 2000"
"Gandu";"BA";2911204;65,45;40,78;28,92;54,16;74,46
"Gavião";"BA";2911253;64,77;43,11;29,19;65,96;83,43
"Gentio do Ouro";"BA";2911303;61,71;54,5;30,78;54,74;71,24
"Glória";"BA";2911402;67,84;33,11;34,98;61,41;80,31
"Gongogi";"BA";2911501;64,05;45,65;38,81;74,44;90,68
"Governador Mangabeira";"BA";2911600;67,91;32,89;25,8;56,76;81,03
"Guajeru";"BA";2911659;66,81;36,3;38,33;56,5;78,04
"Guanambi";"BA";2911709;66,85;36,18;22,89;48,13;72
"Guaratinga";"BA";2911808;62,53;51,29;40,18;66,65;86,65
"Heliópolis";"BA";2911857;61,87;53,86;42,59;65,27;86,12
"Iaçu";"BA";2911907;59,2;65;31,3;63,65;81,02
"Ibiassucê";"BA";2912004;67,24;34,96;30,47;53,83;78,42
"Ibicaraí";"BA";2912103;62,59;51,06;29,06;61,06;80,49
"Ibicoara";"BA";2912202;62,13;52,84;28,8;51,31;76,71
"Ibicuí";"BA";2912301;63,31;48,34;34,9;61,7;78,38
"Ibipeba";"BA";2912400;61,71;54,5;20,24;59,25;80,96
"Ibipitanga";"BA";2912509;66,65;36,81;38,39;52,59;76,26
"Ibiquera";"BA";2912608;63,45;47,81;33,19;74,74;86,15
"Ibirapitanga";"BA";2912707;64,05;45,65;40,68;72,01;86,9
"Ibirapuã";"BA";2912806;68,23;31,96;30,62;48,38;72,76
"Ibirataia";"BA";2912905;64,84;42,86;32,65;69,04;85,21
"Ibitiara";"BA";2913002;66,54;37,18;27,28;59,38;79,65
"Ibititá";"BA";2913101;61,75;54,33;25,98;63,68;81,09
"Ibotirama";"BA";2913200;67,26;34,9;25,13;55,78;75,18
"Ichu";"BA";2913309;64,43;44,3;20,27;50,96;79,31
"Igaporã";"BA";2913408;67,24;34,96;30,91;64,87;85,63
"Igrapiúna";"BA";2913457;66,65;36,81;38,59;71,91;90,97
"Iguaí";"BA";2913507;66,73;36,56;39,85;63,13;84,3
"Ilhéus";"BA";2913606;67,45;34,32;20,32;46,36;68,34
"Inhambupe";"BA";2913705;62,79;50,28;36,57;66,74;84,91
"Ipecaetá";"BA";2913804;63,5;47,63;32,53;67,13;86,9
"Ipiaú";"BA";2913903;65,72;39,85;25,6;51,39;72,85
"Ipirá";"BA";2914000;61,92;53,66;36,12;61,53;81,8
"Ipupiara";"BA";2914109;66,14;38,48;18,59;63,08;82,63
"Irajuba";"BA";2914208;63,55;47,46;38,97;65,4;87,04
"Iramaia";"BA";2914307;65,78;39,66;29,48;67,4;90,68
"Iraquara";"BA";2914406;62,1;52,94;26,75;65,71;83,18
"Irará";"BA";2914505;65,37;41,04;29,08;65,43;82,5
"Irecê";"BA";2914604;63,88;46,24;18,44;41,89;68,22
"Itabela";"BA";2914653;64,08;45,53;32,78;59,16;80,77
"Itaberaba";"BA";2914703;63,45;47,84;24,78;53,19;73,7
"Itabuna";"BA";2914802;68,95;29,84;15,06;36,16;60,04
"Itacaré";"BA";2914901;64,79;43,03;34,88;69,24;86,43
"Itaeté";"BA";2915007;62,05;53,15;37,85;72,8;89,58
"Itagi";"BA";2915106;59,99;61,56;34,84;70,15;84,39
"Itagibá";"BA";2915205;64,73;43,25;35,49;70,12;86,29
"Itagimirim";"BA";2915304;66,13;38,51;30,14;44,29;72,27
"Itaguaçu da Bahia";"BA";2915353;62,05;53,16;34,66;71,22;86,71
"Itaju do Colônia";"BA";2915403;62,79;50,28;33,57;59,78;84,68
"Itajuípe";"BA";2915502;64,42;44,31;27,24;60,59;78,89
"Itamaraju";"BA";2915601;63,76;46,7;28,58;44,9;70,85
"Itamari";"BA";2915700;65,49;40,63;35,56;61,46;84,75
"Itambé";"BA";2915809;63,09;49,16;35,02;63,08;88,52
"Itanagra";"BA";2915908;64,85;42,81;30,68;67,66;84
"Itanhém";"BA";2916005;68,23;31,96;31,73;52,97;74,52
"Itaparica";"BA";2916104;66,34;37,84;15,65;49,41;73,52
"Itapé";"BA";2916203;67,91;32,89;29,91;63,75;86,05
"Itapebi";"BA";2916302;66,31;37,94;37,07;60,65;82,67
"Itapetinga";"BA";2916401;65,78;39,66;21,82;40,4;67,93
"Itapicuru";"BA";2916500;59,6;63,23;47,21;77,5;91
"Itapitanga";"BA";2916609;64,05;45,65;37,14;67,38;85,27
"Itaquara";"BA";2916708;63,31;48,34;38,28;64,72;85,64
"Itarantim";"BA";2916807;66,1;38,62;27,25;59,74;81,96
"Itatim";"BA";2916856;65,4;40,95;30,59;59,01;81,99
"Itiruçu";"BA";2916906;65,78;39,66;31,5;64,15;83,56
"Itiúba";"BA";2917003;63,45;47,81;31,75;71,32;87,19
"Itororó";"BA";2917102;61,16;56,71;31,78;57,26;80,82
"Ituaçu";"BA";2917201;64,68;43,41;37,5;58,19;81,73
"Ituberá";"BA";2917300;62,55;51,19;31,92;63,93;81,81
"Iuiú";"BA";2917334;64,49;44,08;37,58;67,43;87,52
"Jaborandi";"BA";2917359;65,21;41,57;38,57;75,27;88,54
"Jacaraci";"BA";2917409;67,52;34,1;32,68;57,25;77,84
"Jacobina";"BA";2917508;63,76;46,7;23,59;51,7;73,37
"Jaguaquara";"BA";2917607;65,76;39,74;32,39;59,42;78,86
"Jaguarari";"BA";2917706;65,05;42,13;29,08;52,82;75,51
"Jaguaripe";"BA";2917805;65,13;41,85;37,33;69,86;88,53
"Jandaíra";"BA";2917904;62,45;51,57;40,28;76,19;90,36
"Jequié";"BA";2918001;65,78;39,66;22,91;47,6;70,65
"Jeremoabo";"BA";2918100;59,2;65;43,59;65,87;81,61
"Jiquiriçá";"BA";2918209;65,78;39,66;34,77;58,11;79,21
"Jitaúna";"BA";2918308;66,29;37,98;34,33;78,64;90,06
"João Dourado";"BA";2918357;59,6;63,23;28,35;53,72;78,82
"Juazeiro";"BA";2918407;65,05;42,13;20,45;42,77;66,54
"Jucuruçu";"BA";2918456;62,1;52,94;44,71;65,35;83,49
"Jussara";"BA";2918506;59,6;63,23;33,68;65,97;85,59
"Jussari";"BA";2918555;64,41;44,35;29,47;61,17;85,01
"Jussiape";"BA";2918605;64,34;44,62;22,16;51,22;81,64
"Lafaiete Coutinho";"BA";2918704;63,09;49,16;32,83;68,02;85,91
"Lagoa Real";"BA";2918753;66,4;37,64;36,67;64,96;88,74
"Laje";"BA";2918803;66,91;35,98;34,8;58;78,38
"Lajedão";"BA";2918902;64,42;44,31;35,81;50,04;70,69
"Lajedinho";"BA";2919009;62,13;52,84;29,94;74,74;90,6
"Lajedo do Tabocal";"BA";2919058;63,09;49,16;33,99;64,41;87,13
"Lamarão";"BA";2919108;64,43;44,3;37,9;65,2;87,51
"Lapão";"BA";2919157;62,13;52,84;25,11;62,45;81,43
"Lauro de Freitas";"BA";2919207;68,49;31,19;9,52;28,76;52,52
"Lençóis";"BA";2919306;63,74;46,77;29;56,56;76,9
"Licínio de Almeida";"BA";2919405;67,84;33,11;29,89;58,84;82,3
"Livramento de Nossa Senhora";"BA";2919504;65,2;41,62;27,66;49,89;77,33
"Luís Eduardo Magalhães";"BA";2919553;68,23;31,96;15,32;17,28;50,24
"Macajuba";"BA";2919603;63,88;46,26;33,68;73,71;87,96
"Macarani";"BA";2919702;65,91;39,23;36,08;56,5;79,36
"Macaúbas";"BA";2919801;66,4;37,62;35,13;67,51;85,05
"Macururé";"BA";2919900;62,05;53,16;29,28;69,16;87,67
"Madre de Deus";"BA";2919926;67,45;34,32;8,73;32,72;60,25
"Maetinga";"BA";2919959;65,47;40,71;39,86;73,85;89,69
"Maiquinique";"BA";2920007;63,08;49,21;35,01;57,88;78,5
"Mairi";"BA";2920106;61,16;56,71;31,69;66,23;85,7
"Malhada";"BA";2920205;62,59;51,06;37,83;71,7;91,32
"Malhada de Pedras";"BA";2920304;65,23;41,52;33,44;68,53;85,24
"Manoel Vitorino";"BA";2920403;63,89;46,22;39,86;67,62;85,95
"Mansidão";"BA";2920452;66,81;36,3;23,62;78,81;91,12
"Maracás";"BA";2920502;62,71;50,61;28,85;65,07;88,12
"Maragogipe";"BA";2920601;66,87;36,1;30,43;56,92;80,99
"Maraú";"BA";2920700;65,17;41,73;44,35;74,25;89,28
"Marcionílio Souza";"BA";2920809;61,68;54,59;34,84;65,78;86,89
"Mascote";"BA";2920908;61,62;54,82;36,49;68,75;87,93
"Mata de São João";"BA";2921005;66,13;38,51;18,49;44,51;69,53
"Matina";"BA";2921054;66,12;38,54;41,06;79,23;92,14
"Medeiros Neto";"BA";2921104;68,23;31,96;30,89;47,05;72,39
"Miguel Calmon";"BA";2921203;61,99;53,37;25,86;64,44;80,69
"Milagres";"BA";2921302;64,85;42,81;27,5;54,71;77,87
"Mirangaba";"BA";2921401;59,07;65,59;29,94;70,16;88,22
"Mirante";"BA";2921450;63,89;46,22;34,06;73,72;90,32
"Monte Santo";"BA";2921500;60,19;60,7;43,87;76,5;92,37
"Morpará";"BA";2921609;66,53;37,21;33,14;64,83;83,76
"Morro do Chapéu";"BA";2921708;62,77;50,36;30,08;60,42;81,36
"Mortugaba";"BA";2921807;68,49;31,19;30,66;58,2;78,32
"Mucugê";"BA";2921906;66,61;36,95;30,9;60,21;85,82
"Mucuri";"BA";2922003;65,72;39,85;25,61;43,66;67,57
"Mulungu do Morro";"BA";2922052;61,87;53,86;27,79;76,68;91,61
"Mundo Novo";"BA";2922102;65,79;39,61;30,27;62,68;81,69
"Muniz Ferreira";"BA";2922201;66,87;36,1;29,35;65,18;83,32
"Muquém de São Francisco";"BA";2922250;62,34;52,02;36,21;68,24;83,35
"Muritiba";"BA";2922300;65,51;40,57;21,54;47,23;72,7
"Mutuípe";"BA";2922409;62,65;50,83;33,5;53,25;78,05
"Nazaré";"BA";2922508;66,28;38,02;23,51;54,06;75,36
"Nilo Peçanha";"BA";2922607;63,41;47,97;33,49;67,42;86,74
"Nordestina";"BA";2922656;61,71;54,5;38,16;74,52;90,02
"Nova Canaã";"BA";2922706;64,85;42,81;36,8;64,62;85,9
"Nova Fátima";"BA";2922730;60,82;58,09;28,5;52,9;77,56
"Nova Ibiá";"BA";2922755;62,83;50,13;33,19;64,93;85,78
"Nova Itarana";"BA";2922805;61,59;54,96;35,55;72,11;85,46
"Nova Redenção";"BA";2922854;61,19;56,56;35,7;65,61;83,61
"Nova Soure";"BA";2922904;62,75;50,43;37,6;69,25;84,8
"Nova Viçosa";"BA";2923001;63,76;46,7;28,4;52,13;75,5
"Novo Horizonte";"BA";2923035;67,84;33,11;28,03;54,76;75,43
"Novo Triunfo";"BA";2923050;63,45;47,81;34,4;69,46;86,82
"Olindina";"BA";2923100;65,51;40,57;34,07;67,22;85
"Oliveira dos Brejinhos";"BA";2923209;66,4;37,62;27,32;70,24;86,65
"Ouriçangas";"BA";2923308;63,55;47,46;36,22;67,25;87,82
"Ourolândia";"BA";2923357;59,07;65,59;41,02;73,61;86,68
"Palmas de Monte Alto";"BA";2923407;66,53;37,21;37,71;72,26;89,17
"Palmeiras";"BA";2923506;66,61;36,95;22,68;53,74;76,12
"Paramirim";"BA";2923605;65,2;41,62;26,97;51,68;78,43
"Paratinga";"BA";2923704;64,42;44,32;30,32;78,43;89,75
"Paripiranga";"BA";2923803;60,49;59,47;37,21;55,54;78,67
"Pau Brasil";"BA";2923902;60,2;60,66;36,19;60,72;78,83
"Paulo Afonso";"BA";2924009;68,9;29,99;22,68;41,05;62,44
"Pé de Serra";"BA";2924058;64,15;45,28;29,82;67,79;85,65
"Pedrão";"BA";2924108;64,94;42,52;25,95;73,13;90,17
"Pedro Alexandre";"BA";2924207;63,93;46,06;49,1;77,15;93,51
"Piatã";"BA";2924306;66,22;38,23;30,56;64,22;83,53
"Pilão Arcado";"BA";2924405;61,41;55,7;40,24;75,42;92,06
"Pindaí";"BA";2924504;66,81;36,3;30,52;56,95;82,91
"Pindobaçu";"BA";2924603;63,23;48,62;31,55;67,9;82,92
"Pintadas";"BA";2924652;63,45;47,81;32,24;56,87;80,57
"Piraí do Norte";"BA";2924678;66,73;36,56;35,61;71,71;89,23
"Piripá";"BA";2924702;66,4;37,64;35,88;59,67;80,64
"Piritiba";"BA";2924801;64,93;42,54;28,54;63,61;84,34
"Planaltino";"BA";2924900;63,09;49,16;44;63,44;86,07
"Planalto";"BA";2925006;61,68;54,59;39,25;57,07;82,49
"Poções";"BA";2925105;64,87;42,75;35,39;57,92;81,28
"Pojuca";"BA";2925204;65,79;39,61;16,46;42,98;66,56
"Ponto Novo";"BA";2925253;62,63;50,89;34,35;72,19;88,3
"Porto Seguro";"BA";2925303;67,12;35,33;18,54;37,89;64
"Potiraguá";"BA";2925402;64,4;44,4;35,42;67,11;88,31
"Prado";"BA";2925501;63,76;46,7;28,73;52,64;77,57
"Presidente Dutra";"BA";2925600;61,59;54,96;22,1;61,04;81,63
"Presidente Jânio Quadros";"BA";2925709;65,23;41,52;43,45;61,74;83,57
"Presidente Tancredo Neves";"BA";2925758;62,55;51,19;38,99;61,86;83,31
"Queimadas";"BA";2925808;62,86;50,02;30,26;67,44;85,28
"Quijingue";"BA";2925907;59,23;64,86;44,55;75,69;90,82
"Quixabeira";"BA";2925931;62,75;50,43;35,55;69,42;84,51
"Rafael Jambeiro";"BA";2925956;63,43;47,88;39,26;72,72;89,05
"Remanso";"BA";2926004;62,53;51,29;33,16;59,98;80,29
"Retirolândia";"BA";2926103;62,86;50,02;27,18;57,11;82,86
"Riachão das Neves";"BA";2926202;63,88;46,26;38,4;73,72;88,53
"Riachão do Jacuípe";"BA";2926301;62,54;51,24;23,91;56,03;78,99
"Riacho de Santana";"BA";2926400;66,4;37,64;32,33;71,51;85,79
"Ribeira do Amparo";"BA";2926509;58,87;66,48;46,16;72,02;88,95
"Ribeira do Pombal";"BA";2926608;60,14;60,93;32,4;55,76;77,79
"Ribeirão do Largo";"BA";2926657;62,77;50,36;42,56;63,5;87,08
"Rio de Contas";"BA";2926707;66,55;37,16;26,09;53,5;78,45
"Rio do Antônio";"BA";2926806;61,87;53,86;34,14;65,76;83,06
"Rio do Pires";"BA";2926905;65,2;41,62;32,39;53,85;77,64
"Rio Real";"BA";2927002;61,75;54,33;31,31;63,38;82,28
"Rodelas";"BA";2927101;64,85;42,81;27,73;53,96;74,28
"Ruy Barbosa";"BA";2927200;65,79;39,61;29,73;63,58;81,09
"Salinas da Margarida";"BA";2927309;61,41;55,7;15,64;67,09;85,26
"Salvador";"BA";2927408;69,64;36,35;6,28;24,29;46,63
"Santa Bárbara";"BA";2927507;63,74;46,77;30,96;66,38;85,77
"Santa Brígida";"BA";2927606;60,05;61,33;48,91;78,95;90,52
"Santa Cruz Cabrália";"BA";2927705;66,53;37,2;24,08;44,81;68,97
"Santa Cruz da Vitória";"BA";2927804;64,05;45,65;36,11;66,61;87,13
"Santa Inês";"BA";2927903;65,76;39,74;34,65;55,36;80,67
"Santaluz";"BA";2928000;63,43;47,88;32,18;59,69;82,4
"Santa Luzia";"BA";2928059;63,27;48,48;35,39;64,62;87,28
"Santa Maria da Vitória";"BA";2928109;66,99;35,73;29,41;61,57;78,11
"Santana";"BA";2928208;65,21;41,57;31,5;59,71;77,19
"Santanópolis";"BA";2928307;64,94;42,52;30,69;69,53;88,47
"Santa Rita de Cássia";"BA";2928406;66,85;36,18;25,67;69,17;86,46
"Santa Teresinha";"BA";2928505;67,51;34,11;37,84;64,94;85,66
"Santo Amaro";"BA";2928604;63,76;46,7;17,4;47,57;72,84
"Santo Antônio de Jesus";"BA";2928703;69,58;28,07;16,83;38,19;65,49
"Santo Estêvão";"BA";2928802;66,2;38,29;30,14;60,28;81,4
"São Desidério";"BA";2928901;64,3;44,73;38,19;60,62;80,03
"São Domingos";"BA";2928950;62,77;50,36;26,16;54,08;84,6
"São Félix";"BA";2929008;63,23;48,62;23,1;55,2;79,59
"São Félix do Coribe";"BA";2929057;66,53;37,22;23,92;56,45;76,15
"São Felipe";"BA";2929107;67,52;34,08;30,67;56,36;78,83
"São Francisco do Conde";"BA";2929206;66,34;37,84;16,83;48,87;71,66
"São Gabriel";"BA";2929255;59,19;65,05;27,19;67,61;87,23
"São Gonçalo dos Campos";"BA";2929305;63,45;47,81;22,59;55,43;77,7
"São José da Vitória";"BA";2929354;63,94;46,02;33,01;66,23;86,7
"São José do Jacuípe";"BA";2929370;60,37;59,98;36,35;70,46;84,77
"São Miguel das Matas";"BA";2929404;67,52;34,1;29,37;49,91;78,09
"São Sebastião do Passé";"BA";2929503;65,05;42,13;19,72;46,75;72,68
"Sapeaçu";"BA";2929602;67,52;34,08;25,32;55,31;78,15
"Sátiro Dias";"BA";2929701;61,21;56,49;41,52;77,21;89,61
"Saubara";"BA";2929750;63,74;46,77;19,21;45,17;77,56
"Saúde";"BA";2929800;62,63;50,89;31,96;67,31;81,87
"Seabra";"BA";2929909;63,28;48,46;20,89;57,76;78,01
"Sebastião Laranjeiras";"BA";2930006;66,91;35,98;33,04;58,96;80,59
"Senhor do Bonfim";"BA";2930105;63,88;46,24;21,64;45,06;69,26
"Serra do Ramalho";"BA";2930154;63,5;47,63;32,2;73,53;88,6
"Sento Sé";"BA";2930204;63,88;46,26;34,27;70,44;87,79
"Serra Dourada";"BA";2930303;65,21;41,57;32,36;71,56;86,98
"Serra Preta";"BA";2930402;61,99;53,37;34,33;66,42;85,13
"Serrinha";"BA";2930501;64,79;43,01;22,73;56,29;76,47
"Serrolândia";"BA";2930600;64,93;42,54;32,68;63,86;81,51
"Simões Filho";"BA";2930709;66,62;36,91;11,5;41,66;66,58
"Sítio do Mato";"BA";2930758;63,41;47,97;29,73;73,71;89,23
"Sítio do Quinto";"BA";2930766;59,23;64,86;45,11;59,82;82,89
"Sobradinho";"BA";2930774;63,31;48,34;21,27;47,12;71,47
"Souto Soares";"BA";2930808;61,41;55,7;25,93;65,44;83,8
"Tabocas do Brejo Velho";"BA";2930907;65,27;41,38;37,15;64,35;81,34
"Tanhaçu";"BA";2931004;64,68;43,41;28,35;50,2;77,82
"Tanque Novo";"BA";2931053;66,41;37,61;35,29;62,99;81,16
"Tanquinho";"BA";2931103;63,45;47,81;24,85;56,93;80,78
"Taperoá";"BA";2931202;62,54;51,24;36,76;69,37;86,61
"Tapiramutá";"BA";2931301;63,55;47,46;35,04;68,96;87,45
"Teixeira de Freitas";"BA";2931350;65,72;39,85;21,34;36,07;62,31
"Teodoro Sampaio";"BA";2931400;67,51;34,11;29,4;60,82;84,07
"Teofilândia";"BA";2931509;62,77;50,36;33,93;70,69;85,78
"Teolândia";"BA";2931608;64,84;42,86;43,46;75,56;86,56
"Terra Nova";"BA";2931707;65,05;42,13;19,22;62,14;82,7
"Tremedal";"BA";2931806;65,47;40,71;42,53;66,88;84,54
"Tucano";"BA";2931905;60,34;60,08;38,21;66,28;85,25
"Uauá";"BA";2932002;62,71;50,61;32,18;67,62;85,25
"Ubaíra";"BA";2932101;64,73;43,25;34,56;60,5;80,97
"Ubaitaba";"BA";2932200;63,76;46,7;28,42;62,24;77,69
"Ubatã";"BA";2932309;65,21;41,57;31,18;61,2;79,16
"Uibaí";"BA";2932408;62,79;50,28;22,29;55,72;76,86
"Umburanas";"BA";2932457;58,97;66;40,28;72,61;88,27
"Una";"BA";2932507;62,83;50,13;37,36;67,46;85,78
"Urandi";"BA";2932606;67,51;34,11;28,8;41,18;65,68
"Uruçuca";"BA";2932705;67,91;32,89;31,85;60,42;81,16
"Utinga";"BA";2932804;60,14;60,93;29,93;67,04;84,45
"Valença";"BA";2932903;65,17;41,73;26,56;51,01;74,51
"Valente";"BA";2933000;64,39;44,43;26,07;57,39;79,79
"Várzea da Roça";"BA";2933059;63,5;47,63;34,45;67,79;86,05
"Várzea do Poço";"BA";2933109;66,31;37,94;27,7;57,73;78,6
"Várzea Nova";"BA";2933158;57,65;72,08;32,24;65,42;84,34
"Varzedo";"BA";2933174;65,51;40,57;30,73;63,04;83,67
"Vera Cruz";"BA";2933208;66,34;37,84;15,6;50,33;70,19
"Vereda";"BA";2933257;63,28;48,46;39,39;60,29;79,99
"Vitória da Conquista";"BA";2933307;65,72;39,85;19,57;36,36;61,46
"Wagner";"BA";2933406;61,76;54,27;29,09;61,09;81,21
"Wanderley";"BA";2933455;64,73;43,25;37,4;65,76;85,23
"Wenceslau Guimarães";"BA";2933505;64,84;42,86;47,3;71,16;87,26
"Xique-Xique";"BA";2933604;61,76;54,27;29,31;69,55;84,36
